,No,Y_t,J_t,ID index,time,X_t,normal,Interpolated X_t,J_t_pred
1451,393,74064.0,2195.0,120,13,33.74214123006833,1,33.74214123006833,1923.6
1452,403,367359.0,1406.0,121,17,261.2795163584637,1,261.2795163584637,1722.5555555555557
1453,403,324450.0,1567.0,121,18,207.0516911295469,1,207.0516911295469,1722.5555555555557
1454,403,191064.0,1591.0,121,19,120.09050911376491,1,120.09050911376488,1722.5555555555557
1455,403,191229.0,1698.0,121,20,112.6201413427562,1,112.6201413427562,1722.5555555555557
1456,403,456873.0,347.0,121,21,1316.6368876080694,0,123.43764051850515,1722.5555555555557
1457,403,254682.0,1897.0,121,22,134.2551396942541,1,134.2551396942541,1722.5555555555557
1458,403,87153.0,2050.0,121,23,42.51365853658537,1,42.51365853658535,1722.5555555555557
1459,403,92619.0,1318.0,121,24,70.27238239757207,1,70.27238239757207,1722.5555555555557
1460,403,40701.0,2082.0,121,25,19.54899135446686,1,19.548991354466864,1722.5555555555557
1461,403,42627.0,1894.0,121,26,22.506335797254486,1,22.506335797254486,1722.5555555555557
1462,403,37209.0,2115.0,121,27,17.59290780141844,1,17.59290780141845,1722.5555555555557
1463,403,34566.0,2001.0,121,28,17.274362818590706,1,17.274362818590706,1722.5555555555557
1464,405,664683.0,1275.0,122,8,521.32,0,237.47387981991352,1989.2
1465,405,453639.0,1585.0,122,9,286.20757097791795,1,286.20757097791795,1989.2
1466,405,689979.0,2060.0,122,10,334.9412621359224,1,334.9412621359224,1989.2
1467,405,413889.0,1887.0,122,11,219.3370429252782,1,219.33704292527815,1989.2
1468,405,409644.0,2183.0,122,12,187.6518552450756,1,187.6518552450756,1989.2
1469,405,329934.0,2160.0,122,13,152.74722222222226,1,152.74722222222226,1989.2
1470,405,286065.0,2208.0,122,14,129.55842391304347,1,129.55842391304344,1989.2
1471,405,248580.0,2206.0,122,15,112.68359020852222,1,112.68359020852222,1989.2
1472,405,197244.0,2183.0,122,16,90.35455794777828,1,90.35455794777828,1989.2
1473,405,182823.0,2145.0,122,17,85.23216783216783,1,85.23216783216785,1989.2
1474,405,154560.0,2208.0,122,18,70.0,1,70.0,1989.2
1475,405,132057.0,2207.0,122,19,59.835523334843685,1,59.835523334843685,1989.2
1476,407,395808.0,1484.0,123,20,266.7169811320755,1,266.7169811320755,1460.0
1477,407,217419.0,1937.0,123,21,112.24522457408364,1,112.24522457408364,1460.0
1478,407,174336.0,793.0,123,22,219.843631778058,0,109.92592791391337,1460.0
1479,407,128259.0,411.0,123,23,312.06569343065695,0,107.60663125374307,1460.0
1480,407,167091.0,1587.0,123,24,105.2873345935728,1,105.2873345935728,1460.0
1481,407,75000.0,1072.0,123,25,69.96268656716418,1,69.96268656716418,1460.0
1482,407,49308.0,1031.0,123,26,47.82541222114453,1,47.825412221144525,1460.0
1483,407,272970.0,1161.0,123,27,235.11627906976744,1,235.11627906976744,1460.0
1484,407,104565.0,1985.0,123,28,52.67758186397985,1,52.67758186397987,1460.0
1485,407,57207.0,1423.0,123,29,40.20168657765284,1,40.20168657765285,1460.0
1486,407,64443.0,1857.0,123,30,34.702746365105014,1,34.702746365105014,1460.0
1487,407,46716.0,1597.0,123,31,29.252348152786475,1,29.252348152786475,1460.0
1488,410,87735.0,613.0,124,6,143.12398042414355,0,-22.998523751445422,2164.4444444444443
1489,410,292791.0,2030.0,124,7,144.2320197044335,1,144.2320197044335,2164.4444444444443
1490,410,678054.0,2177.0,124,8,311.4625631603124,1,311.4625631603124,2164.4444444444443
1491,410,453609.0,2198.0,124,9,206.37352138307548,1,206.37352138307548,2164.4444444444443
1492,410,429984.0,2174.0,124,10,197.78472861085555,1,197.78472861085555,2164.4444444444443
1493,410,341184.0,2157.0,124,11,158.17524339360222,1,158.17524339360222,2164.4444444444443
1494,410,283491.0,2208.0,124,12,128.39266304347825,1,128.39266304347825,2164.4444444444443
1495,410,244404.0,2200.0,124,13,111.09272727272727,1,111.09272727272727,2164.4444444444443
1496,410,185577.0,2183.0,124,14,85.01007787448465,1,85.01007787448465,2164.4444444444443
1497,410,174666.0,2153.0,124,15,81.12679981421273,1,81.12679981421273,2164.4444444444443
1498,410,149163.0,2207.0,124,16,67.58631626642503,1,67.58631626642503,2164.4444444444443
1499,410,107058.0,2201.0,124,17,48.64061790095411,1,48.64061790095414,2164.4444444444443
1500,412,305148.0,1281.0,125,9,238.21077283372367,1,238.21077283372367,2029.5
1501,412,151548.0,1917.0,125,10,79.05477308294209,1,79.05477308294209,2029.5
1502,412,70065.0,2079.0,125,11,33.701298701298704,1,33.70129870129871,2029.5
1503,412,118203.0,2197.0,125,12,53.80200273099681,1,53.80200273099681,2029.5
1504,412,103458.0,2194.0,125,13,47.15496809480401,1,47.15496809480402,2029.5
1505,412,59685.0,2122.0,125,14,28.126767200754013,1,28.126767200754017,2029.5
1506,412,70998.0,2152.0,125,15,32.99163568773234,1,32.99163568773234,2029.5
1507,412,73365.0,2193.0,125,16,33.454172366621066,1,33.454172366621066,2029.5
1508,412,69255.0,2192.0,125,17,31.594434306569344,1,31.594434306569337,2029.5
1509,412,61650.0,1968.0,125,18,31.326219512195124,1,31.32621951219512,2029.5
1510,412,45897.0,2111.0,125,19,21.741828517290386,1,21.741828517290386,2029.5
1511,412,47568.0,2209.0,125,20,21.53372566772295,1,21.53372566772295,2029.5
1512,414,285888.0,1215.0,126,9,235.2987654320988,1,235.2987654320988,2039.1
1513,414,196581.0,1930.0,126,10,101.85544041450777,1,101.85544041450777,2039.1
1514,414,157596.0,2161.0,126,11,72.92734844979177,1,72.92734844979177,2039.1
1515,414,135231.0,2204.0,126,12,61.35707803992739,1,61.35707803992739,2039.1
1516,414,110868.0,2205.0,126,13,50.280272108843526,1,50.280272108843526,2039.1
1517,414,91497.0,2138.0,126,14,42.795603367633305,1,42.795603367633305,2039.1
1518,414,57216.0,2147.0,126,15,26.649278062412677,1,26.64927806241268,2039.1
1519,414,49320.0,2195.0,126,16,22.46924829157176,1,22.46924829157176,2039.1
1520,414,55584.0,2201.0,126,17,25.253975465697412,1,25.253975465697412,2039.1
1521,414,48540.0,1995.0,126,18,24.330827067669173,1,24.330827067669173,2039.1
1522,414,67716.0,2151.0,126,19,31.48117154811716,1,31.48117154811716,2039.1
1523,414,57774.0,2203.0,126,20,26.22514752610077,1,26.22514752610077,2039.1
1524,416,469059.0,1437.0,127,8,326.41544885177456,1,326.41544885177456,2066.4
1525,416,382323.0,1972.0,127,9,193.87576064908725,1,193.87576064908725,2066.4
1526,416,333108.0,2087.0,127,10,159.61092477240058,1,159.61092477240058,2066.4
1527,416,137985.0,2162.0,127,11,63.822849213691036,1,63.822849213691036,2066.4
1528,416,97497.0,2170.0,127,12,44.9294930875576,1,44.9294930875576,2066.4
1529,416,76341.0,2142.0,127,13,35.64005602240896,1,35.64005602240896,2066.4
1530,416,71460.0,2188.0,127,14,32.6599634369287,1,32.6599634369287,2066.4
1531,416,78360.0,2195.0,127,15,35.69931662870159,1,35.69931662870159,2066.4
1532,416,72561.0,2169.0,127,16,33.4536652835408,1,33.4536652835408,2066.4
1533,416,53436.0,2142.0,127,17,24.946778711484594,1,24.946778711484605,2066.4
1534,416,47280.0,2190.0,127,18,21.589041095890412,1,21.589041095890412,2066.4
1535,416,44889.0,2190.0,127,19,20.49726027397261,1,20.49726027397261,2066.4
1536,418,575607.0,1421.0,128,8,405.0717804363125,1,405.0717804363125,2067.7
1537,418,597606.0,1886.0,128,9,316.864262990456,1,316.864262990456,2067.7
1538,418,571593.0,2200.0,128,10,259.815,1,259.815,2067.7
1539,418,321411.0,2184.0,128,11,147.16620879120882,1,147.16620879120882,2067.7
1540,418,269808.0,2178.0,128,12,123.87878787878788,1,123.87878787878788,2067.7
1541,418,193629.0,2136.0,128,13,90.6502808988764,1,90.65028089887642,2067.7
1542,418,187608.0,2205.0,128,14,85.08299319727891,1,85.08299319727891,2067.7
1543,418,112773.0,2206.0,128,15,51.121033544877605,1,51.12103354487758,2067.7
1544,418,56832.0,2106.0,128,16,26.98575498575499,1,26.985754985754994,2067.7
1545,418,89418.0,2155.0,128,17,41.49327146171694,1,41.49327146171695,2067.7
1546,418,77652.0,2208.0,128,18,35.16847826086956,1,35.16847826086956,2067.7
1547,418,49485.0,2080.0,128,19,23.790865384615394,1,23.790865384615394,2067.7
1548,420,492105.0,1608.0,129,8,306.035447761194,1,306.035447761194,2051.125
1549,420,308412.0,1962.0,129,9,157.19266055045873,1,157.19266055045873,2051.125
1550,420,228975.0,2030.0,129,10,112.79556650246306,1,112.79556650246306,2051.125
1551,420,14424.0,628.0,129,11,22.968152866242036,0,88.11695174238278,2051.125
1552,420,26259.0,377.0,129,12,69.65251989389921,0,63.4383369823025,2051.125
1553,420,83721.0,2160.0,129,13,38.759722222222216,1,38.759722222222216,2051.125
1554,420,72954.0,2187.0,129,14,33.358024691358025,1,33.358024691358025,2051.125
1555,420,57411.0,2191.0,129,15,26.203103605659518,1,26.203103605659518,2051.125
1556,420,81342.0,2130.0,129,16,38.18873239436621,1,38.18873239436621,2051.125
1557,420,77106.0,2141.0,129,17,36.01401214385801,1,36.01401214385801,2051.125
1558,420,67425.0,2200.0,129,18,30.647727272727273,1,30.647727272727266,2051.125
1559,420,64731.0,2201.0,129,19,29.409813721035892,1,29.409813721035892,2051.125
1560,422,208959.0,724.0,130,9,288.6174033149171,0,193.06217460572663,2108.6666666666665
1561,422,244872.0,1860.0,130,10,131.6516129032258,1,131.6516129032258,2108.6666666666665
1562,422,155022.0,2207.0,130,11,70.24105120072497,1,70.24105120072497,2108.6666666666665
1563,422,57243.0,2124.0,130,12,26.950564971751408,1,26.950564971751422,2108.6666666666665
1564,422,75675.0,2195.0,130,13,34.476082004555806,1,34.476082004555806,2108.6666666666665
1565,422,53694.0,2104.0,130,14,25.519961977186323,1,25.519961977186316,2108.6666666666665
1566,422,59904.0,2194.0,130,15,27.303555150410208,1,27.303555150410208,2108.6666666666665
1567,422,72393.0,2126.0,130,16,34.051269990592665,1,34.051269990592665,2108.6666666666665
1568,422,77325.0,2191.0,130,17,35.29210406207211,1,35.29210406207211,2108.6666666666665
1569,422,65760.0,1977.0,130,18,33.26251896813353,1,33.26251896813353,2108.6666666666665
1570,422,41226.0,2173.0,130,19,18.971928209848137,1,18.97192820984813,2108.6666666666665
1571,422,46698.0,2137.0,130,20,21.85212915301825,1,21.85212915301825,2108.6666666666665
1572,424,286023.0,1126.0,131,9,254.01687388987565,1,254.01687388987565,2020.7
1573,424,199929.0,1941.0,131,10,103.00309119010821,1,103.00309119010821,2020.7
1574,424,103785.0,2130.0,131,11,48.725352112676056,1,48.72535211267605,2020.7
1575,424,98373.0,2199.0,131,12,44.735334242837645,1,44.735334242837645,2020.7
1576,424,101172.0,2204.0,131,13,45.9038112522686,1,45.9038112522686,2020.7
1577,424,78585.0,2141.0,131,14,36.70481083605792,1,36.70481083605793,2020.7
1578,424,54405.0,2151.0,131,15,25.292887029288703,1,25.29288702928871,2020.7
1579,424,58365.0,2194.0,131,16,26.602096627164997,1,26.602096627164997,2020.7
1580,424,59607.0,2189.0,131,17,27.23024211968936,1,27.23024211968936,2020.7
1581,424,49317.0,1932.0,131,18,25.52639751552795,1,25.526397515527954,2020.7
1582,424,31347.0,2142.0,131,19,14.634453781512606,1,14.634453781512606,2020.7
1583,424,37107.0,2185.0,131,20,16.982608695652175,1,16.982608695652175,2020.7
1584,426,330027.0,1186.0,132,8,278.2689713322091,1,278.2689713322091,2049.7
1585,426,379173.0,2100.0,132,9,180.55857142857144,1,180.55857142857144,2049.7
1586,426,307371.0,1956.0,132,10,157.1426380368098,1,157.1426380368098,2049.7
1587,426,207318.0,2165.0,132,11,95.75889145496537,1,95.75889145496537,2049.7
1588,426,184149.0,2177.0,132,12,84.58842443729905,1,84.58842443729907,2049.7
1589,426,161457.0,2206.0,132,13,73.18993653671805,1,73.18993653671806,2049.7
1590,426,135099.0,2129.0,132,14,63.456552372005646,1,63.456552372005646,2049.7
1591,426,123345.0,2206.0,132,15,55.91341795104261,1,55.91341795104261,2049.7
1592,426,103722.0,2174.0,132,16,47.71021159153634,1,47.71021159153634,2049.7
1593,426,109206.0,2198.0,132,17,49.684258416742495,1,49.684258416742495,2049.7
1594,426,104550.0,2125.0,132,18,49.2,1,49.2,2049.7
1595,426,97665.0,2199.0,132,19,44.413369713506135,1,44.413369713506135,2049.7
1596,428,398100.0,1189.0,133,8,334.8191757779647,1,334.8191757779647,2057.6
1597,428,535026.0,1994.0,133,9,268.3179538615847,1,268.3179538615847,2057.6
1598,428,406500.0,2092.0,133,10,194.3116634799235,1,194.31166347992357,2057.6
1599,428,242070.0,2162.0,133,11,111.9657724329325,1,111.96577243293251,2057.6
1600,428,204834.0,2203.0,133,12,92.97957330912392,1,92.97957330912392,2057.6
1601,428,172617.0,2203.0,133,13,78.35542442124375,1,78.35542442124374,2057.6
1602,428,146262.0,2125.0,133,14,68.82917647058825,1,68.82917647058825,2057.6
1603,428,138624.0,2205.0,133,15,62.86802721088437,1,62.86802721088437,2057.6
1604,428,122154.0,2206.0,133,16,55.37352674524026,1,55.37352674524027,2057.6
1605,428,92421.0,2197.0,133,17,42.06690942193901,1,42.066909421939016,2057.6
1606,428,100551.0,2119.0,133,18,47.45210004719207,1,47.45210004719207,2057.6
1607,428,91878.0,2195.0,133,19,41.85785876993165,1,41.85785876993165,2057.6
1608,430,728949.0,2086.0,134,17,349.44822627037394,1,349.44822627037394,1804.0
1609,430,844068.0,1567.0,134,18,538.6522016592213,0,360.61193526757705,1804.0
1610,430,735744.0,1979.0,134,19,371.77564426478017,1,371.77564426478017,1804.0
1611,430,570342.0,1646.0,134,20,346.50182260024314,1,346.50182260024314,1804.0
1612,430,623991.0,2023.0,134,21,308.44834404349973,1,308.44834404349973,1804.0
1613,430,594789.0,1825.0,134,22,325.9117808219178,1,325.9117808219178,1804.0
1614,430,488991.0,2065.0,134,23,236.7995157384988,1,236.79951573849885,1804.0
1615,430,488817.0,1690.0,134,24,289.24082840236684,1,289.24082840236684,1804.0
1616,430,415749.0,1996.0,134,25,208.29108216432857,1,208.29108216432857,1804.0
1617,430,67005.0,1163.0,134,26,57.61392949269132,1,57.61392949269135,1804.0
1618,430,117795.0,2178.0,134,27,54.0840220385675,1,54.0840220385675,1804.0
1619,430,135783.0,2092.0,134,28,64.90583173996176,1,64.90583173996176,1804.0
1620,438,82635.0,122.0,135,13,677.3360655737705,0,133.43509057484005,1960.2222222222222
1621,438,274503.0,1667.0,135,14,164.66886622675466,1,164.66886622675466,1960.2222222222222
1622,438,400425.0,2044.0,135,15,195.90264187866927,1,195.90264187866927,1960.2222222222222
1623,438,435207.0,2087.0,135,16,208.53234307618592,1,208.53234307618592,1960.2222222222222
1624,438,478962.0,2127.0,135,17,225.18194640338504,1,225.18194640338504,1960.2222222222222
1625,438,393489.0,1762.0,135,18,223.31952326901245,1,223.31952326901245,1960.2222222222222
1626,438,261855.0,1537.0,135,19,170.3675992192583,1,170.3675992192583,1960.2222222222222
1627,438,309249.0,2103.0,135,20,147.05135520684738,1,147.05135520684738,1960.2222222222222
1628,438,298065.0,2122.0,135,21,140.46418473138547,1,140.46418473138547,1960.2222222222222
1629,438,291027.0,2193.0,135,22,132.70725034199725,1,132.70725034199725,1960.2222222222222
1630,438,240387.0,2149.0,135,23,111.8599348534202,1,111.8599348534202,1960.2222222222222
1631,438,221826.0,2150.0,135,24,103.17488372093024,1,103.17488372093024,1960.2222222222222
1632,440,146646.0,705.0,136,13,208.00851063829788,0,258.14336793642383,2018.5555555555557
1633,440,381177.0,1676.0,136,14,227.43257756563247,1,227.43257756563244,2018.5555555555557
1634,440,427083.0,2171.0,136,15,196.72178719484108,1,196.72178719484103,2018.5555555555557
1635,440,409974.0,2100.0,136,16,195.22571428571428,1,195.22571428571428,2018.5555555555557
1636,440,418989.0,2178.0,136,17,192.3732782369146,1,192.3732782369146,2018.5555555555557
1637,440,344634.0,1818.0,136,18,189.5676567656766,1,189.5676567656766,2018.5555555555557
1638,440,295089.0,2180.0,136,19,135.36192660550458,1,135.36192660550458,2018.5555555555557
1639,440,265002.0,2095.0,136,20,126.49260143198092,1,126.49260143198092,2018.5555555555557
1640,440,240762.0,1883.0,136,21,127.8608603292618,1,127.8608603292618,2018.5555555555557
1641,440,167631.0,2066.0,136,22,81.13794772507259,1,81.13794772507259,2018.5555555555557
1642,440,158154.0,2190.0,136,23,72.21643835616439,1,72.21643835616439,2018.5555555555557
1643,440,161685.0,2121.0,136,24,76.23055162659124,1,76.23055162659124,2018.5555555555557
1644,442,0.0,177.0,137,13,0.0,0,222.77974345237732,2017.25
1645,442,245436.0,960.0,137,14,255.6625,0,217.5441494260484,2017.25
1646,442,454128.0,2139.0,137,15,212.3085553997195,1,212.3085553997195,2017.25
1647,442,434232.0,2097.0,137,16,207.07296137339057,1,207.07296137339057,2017.25
1648,442,413673.0,2185.0,137,17,189.3240274599543,1,189.3240274599543,2017.25
1649,442,337470.0,1886.0,137,18,178.93425238600213,1,178.93425238600213,2017.25
1650,442,294357.0,2174.0,137,19,135.3988040478381,1,135.3988040478381,2017.25
1651,442,249177.0,1852.0,137,20,134.54481641468686,1,134.54481641468686,2017.25
1652,442,210822.0,1849.0,137,21,114.01946998377501,1,114.01946998377502,2017.25
1653,442,49863.0,1956.0,137,22,25.492331288343557,1,25.49233128834351,2017.25
1654,442,64530.0,2151.0,137,23,30.0,1,30.0,2017.25
1655,442,66543.0,2135.0,137,24,31.16768149882904,1,31.16768149882904,2017.25
1656,448,307080.0,1146.0,138,20,267.9581151832461,1,267.9581151832461,1813.375
1657,448,950244.0,1683.0,138,21,564.6131907308378,0,303.85892694173594,1813.375
1658,448,994515.0,1949.0,138,22,510.2693689071319,0,339.75973870022574,1813.375
1659,448,737046.0,1962.0,138,23,375.6605504587156,1,375.6605504587156,1813.375
1660,448,503709.0,2064.0,138,24,244.0450581395349,1,244.04505813953492,1813.375
1661,448,342822.0,2057.0,138,25,166.66115702479343,1,166.66115702479343,1813.375
1662,448,152727.0,412.0,138,26,370.6966019417476,0,186.6142517738294,1813.375
1663,448,170319.0,138.0,138,27,1234.195652173913,0,206.56734652286536,1813.375
1664,448,349068.0,1541.0,138,28,226.52044127190132,1,226.52044127190132,1813.375
1665,448,357051.0,2105.0,138,29,169.6204275534442,1,169.6204275534442,1813.375
1666,448,371004.0,2136.0,138,30,173.69101123595505,1,173.69101123595505,1813.375
1667,448,347283.0,1986.0,138,31,174.86555891238672,1,174.86555891238672,1813.375
1668,452,501294.0,1648.0,139,4,304.18325242718447,1,304.18325242718447,2097.8
1669,452,541566.0,2182.0,139,5,248.19706691109073,1,248.19706691109073,2097.8
1670,452,360765.0,2098.0,139,6,171.95662535748332,1,171.95662535748332,2097.8
1671,452,341697.0,2149.0,139,7,159.00279199627738,1,159.00279199627738,2097.8
1672,452,333264.0,2124.0,139,8,156.90395480225988,1,156.90395480225988,2097.8
1673,452,321273.0,2118.0,139,9,151.6869688385269,1,151.6869688385269,2097.8
1674,452,258819.0,2087.0,139,10,124.0148538572113,1,124.01485385721128,2097.8
1675,452,207198.0,2163.0,139,11,95.79195561719835,1,95.79195561719835,2097.8
1676,452,197748.0,2202.0,139,12,89.80381471389644,1,89.80381471389644,2097.8
1677,452,188634.0,2207.0,139,13,85.4707748074309,1,85.4707748074309,2097.8
1678,452,144597.0,2161.0,139,14,66.9120777417862,1,66.91207774178618,2097.8
1679,452,148686.0,2205.0,139,15,67.43129251700681,1,67.43129251700681,2097.8
1680,454,324741.0,1555.0,140,4,208.83665594855304,1,208.83665594855304,2074.1
1681,454,389682.0,2181.0,140,5,178.67125171939475,1,178.67125171939475,2074.1
1682,454,257385.0,2111.0,140,6,121.92562766461391,1,121.92562766461391,2074.1
1683,454,215472.0,2077.0,140,7,103.74193548387095,1,103.74193548387095,2074.1
1684,454,217206.0,2208.0,140,8,98.37228260869566,1,98.37228260869566,2074.1
1685,454,214749.0,2209.0,140,9,97.2154821186057,1,97.2154821186057,2074.1
1686,454,185199.0,2135.0,140,10,86.74426229508198,1,86.744262295082,2074.1
1687,454,155340.0,2162.0,140,11,71.85013876040703,1,71.85013876040702,2074.1
1688,454,122583.0,2198.0,140,12,55.770245677888994,1,55.770245677888994,2074.1
1689,454,136353.0,1905.0,140,13,71.5763779527559,1,71.5763779527559,2074.1
1690,454,112512.0,2155.0,140,14,52.209744779582365,1,52.209744779582365,2074.1
1691,454,101466.0,2199.0,140,15,46.141882673942696,1,46.14188267394269,2074.1
1692,456,402870.0,1580.0,141,4,254.98101265822785,1,254.98101265822785,1894.2
1693,456,346569.0,1744.0,141,5,198.72075688073397,1,198.72075688073397,1894.2
1694,456,59367.0,1719.0,141,6,34.53577661431065,1,34.535776614310635,1894.2
1695,456,38016.0,2140.0,141,7,17.76448598130841,1,17.76448598130841,1894.2
1696,456,132672.0,1975.0,141,8,67.17569620253164,1,67.17569620253164,1894.2
1697,456,81879.0,1994.0,141,9,41.06268806419258,1,41.06268806419257,1894.2
1698,456,63588.0,1774.0,141,10,35.84441939120632,1,35.84441939120632,1894.2
1699,456,85143.0,2163.0,141,11,39.3633841886269,1,39.3633841886269,1894.2
1700,456,98583.0,2202.0,141,12,44.76975476839236,1,44.76975476839236,1894.2
1701,456,92022.0,1651.0,141,13,55.73712901271956,1,55.73712901271956,1894.2
1702,456,24816.0,2092.0,141,14,11.862332695984705,1,11.86233269598472,1894.2
1703,456,75462.0,2189.0,141,15,34.47327546825034,1,34.473275468250336,1894.2
1704,458,421062.0,1554.0,142,4,270.953667953668,1,270.953667953668,2012.4
1705,458,521022.0,2175.0,142,5,239.55034482758617,1,239.55034482758617,2012.4
1706,458,408252.0,1917.0,142,6,212.96400625978092,1,212.96400625978092,2012.4
1707,458,252768.0,1976.0,142,7,127.91902834008093,1,127.91902834008094,2012.4
1708,458,254178.0,2194.0,142,8,115.85141294439379,1,115.85141294439379,2012.4
1709,458,247734.0,2153.0,142,9,115.06456107756618,1,115.06456107756618,2012.4
1710,458,227130.0,2135.0,142,10,106.38407494145198,1,106.38407494145198,2012.4
1711,458,198006.0,2162.0,142,11,91.58464384828864,1,91.58464384828864,2012.4
1712,458,177966.0,2209.0,142,12,80.56405613399728,1,80.56405613399727,2012.4
1713,458,115548.0,1649.0,142,13,70.07155852031535,1,70.07155852031534,2012.4
1714,458,66435.0,2135.0,142,14,31.11709601873536,1,31.11709601873537,2012.4
1715,458,63516.0,2200.0,142,15,28.87090909090909,1,28.87090909090909,2012.4
1716,460,214710.0,783.0,143,20,274.2145593869732,0,405.1691363698278,1721.857142857143
1717,460,635382.0,912.0,143,21,696.6907894736843,0,342.5477445250549,1721.857142857143
1718,460,214890.0,658.0,143,22,326.580547112462,0,279.92635268028204,1721.857142857143
1719,460,416139.0,1915.0,143,23,217.30496083550915,1,217.30496083550915,1721.857142857143
1720,460,317256.0,2051.0,143,24,154.68356899073626,1,154.68356899073626,1721.857142857143
1721,460,224133.0,2038.0,143,25,109.97693817468107,1,109.97693817468107,1721.857142857143
1722,460,147234.0,1437.0,143,26,102.45929018789144,1,102.45929018789144,1721.857142857143
1723,460,248520.0,1165.0,143,27,213.3218884120172,1,213.3218884120172,1721.857142857143
1724,460,346824.0,1483.0,143,28,233.86648685097768,1,233.86648685097768,1721.857142857143
1725,460,267324.0,1964.0,143,29,136.11201629327903,1,136.112016293279,1721.857142857143
1726,460,198951.0,2017.0,143,30,98.6370847793753,1,98.6370847793753,1721.857142857143
1727,460,169215.0,1925.0,143,31,87.9038961038961,1,87.9038961038961,1721.857142857143
1728,461,243582.0,2115.0,144,5,115.16879432624116,1,115.16879432624116,2172.2
1729,461,335211.0,2207.0,144,6,151.88536474852742,1,151.88536474852742,2172.2
1730,461,307752.0,2180.0,144,7,141.17064220183485,1,141.17064220183485,2172.2
1731,461,248160.0,2156.0,144,8,115.10204081632654,1,115.10204081632654,2172.2
1732,461,227529.0,2183.0,144,9,104.22766834631241,1,104.22766834631241,2172.2
1733,461,211827.0,2167.0,144,10,97.75126903553301,1,97.75126903553301,2172.2
1734,461,189783.0,2190.0,144,11,86.65890410958905,1,86.65890410958906,2172.2
1735,461,181389.0,2143.0,144,12,84.64255716285581,1,84.64255716285581,2172.2
1736,461,158238.0,2175.0,144,13,72.75310344827587,1,72.75310344827584,2172.2
1737,461,149790.0,2206.0,144,14,67.9011786038078,1,67.9011786038078,2172.2
1738,461,125583.0,2191.0,144,15,57.31766316750343,1,57.31766316750343,2172.2
1739,461,134094.0,2174.0,144,16,61.68077276908924,1,61.68077276908924,2172.2
1740,463,827367.0,1421.0,145,5,582.2427867698804,0,179.76553325935936,2063.1
1741,463,333081.0,2209.0,145,6,150.78361249434133,1,150.78361249434138,2063.1
1742,463,259194.0,2128.0,145,7,121.80169172932331,1,121.80169172932331,2063.1
1743,463,214152.0,2155.0,145,8,99.37447795823664,1,99.37447795823664,2063.1
1744,463,149037.0,2112.0,145,9,70.56676136363636,1,70.56676136363637,2063.1
1745,463,29952.0,2118.0,145,10,14.141643059490088,1,14.141643059490091,2063.1
1746,463,124521.0,2195.0,145,11,56.72938496583144,1,56.729384965831464,2063.1
1747,463,148725.0,2134.0,145,12,69.69306466729147,1,69.69306466729147,2063.1
1748,463,121581.0,2169.0,145,13,56.0539419087137,1,56.05394190871371,2063.1
1749,463,29409.0,1990.0,145,14,14.778391959798991,1,14.778391959798968,2063.1
1750,463,110742.0,2053.0,145,15,53.941548952752065,1,53.941548952752036,2063.1
1751,463,154041.0,2181.0,145,16,70.62861072902336,1,70.62861072902336,2063.1
1752,465,318150.0,1952.0,146,5,162.98668032786884,1,162.98668032786884,2065.6
1753,465,327399.0,2209.0,146,6,148.21140787686738,1,148.21140787686738,2065.6
1754,465,238620.0,2178.0,146,7,109.55922865013771,1,109.55922865013771,2065.6
1755,465,157944.0,2136.0,146,8,73.94382022471909,1,73.94382022471909,2065.6
1756,465,163548.0,2184.0,146,9,74.88461538461539,1,74.88461538461539,2065.6
1757,465,160131.0,2167.0,146,10,73.89524688509461,1,73.89524688509461,2065.6
1758,465,83808.0,2190.0,146,11,38.26849315068493,1,38.268493150684954,2065.6
1759,465,9558.0,1329.0,146,12,7.1918735891647865,1,7.1918735891648,2065.6
1760,465,77847.0,2107.0,146,13,36.9468438538206,1,36.94684385382061,2065.6
1761,465,88938.0,2204.0,146,14,40.3529945553539,1,40.3529945553539,2065.6
1762,465,72282.0,2107.0,146,15,34.305647840531556,1,34.305647840531556,2065.6
1763,465,83637.0,2161.0,146,16,38.70291531698288,1,38.70291531698288,2065.6
1764,471,329562.0,1510.0,147,6,218.2529801324503,1,218.2529801324503,1993.4
1765,471,239292.0,2085.0,147,7,114.768345323741,1,114.768345323741,1993.4
1766,471,160878.0,2108.0,147,8,76.31783681214421,1,76.31783681214421,1993.4
1767,471,72084.0,2130.0,147,9,33.842253521126764,1,33.842253521126764,1993.4
1768,471,67050.0,2174.0,147,10,30.841766329346825,1,30.841766329346825,1993.4
1769,471,3768.0,1885.0,147,11,1.9989389920424403,0,39.290176129072535,1993.4
1770,471,42.0,1568.0,147,12,0.026785714285714284,0,47.738585928798244,1993.4
1771,471,118386.0,2107.0,147,13,56.18699572852397,1,56.18699572852397,1993.4
1772,471,124827.0,2182.0,147,14,57.207607699358384,1,57.207607699358384,1993.4
1773,471,98058.0,2185.0,147,15,44.87780320366133,1,44.87780320366133,1993.4
1774,471,93258.0,2179.0,147,16,42.79853143643873,1,42.79853143643873,1993.4
1775,471,85809.0,2154.0,147,17,39.837047353760454,1,39.837047353760454,1993.4
1776,473,353973.0,1498.0,148,1,236.2970627503337,1,236.2970627503337,1962.5
1777,473,435456.0,2142.0,148,2,203.29411764705884,1,203.29411764705884,1962.5
