No,CPA Pretty Well ID,Reference (KB) Elev. (ft),Ground Elevation (ft),MD (All Wells) (ft),TVD (ft),Bot-Hole direction (N/S)/(E/W),Bot-Hole Easting (NAD83),Bot-Hole Northing (NAD83),On Prod YYYY/MM/DD,First Prod YYYY/MM,Last Prod. YYYY/MM,Stimulation Fluid,Total Proppant Placed (tonne),Avg Proppant Placed per Stage (tonne),Total Fluid Pumped (m3),Avg Fluid Pumped per Stage (m3),Stages Actual,Completed Length (m),Avg Frac Spacing (m),Load Fluid Rec (m3),Load Fluid (m3),Avg Fluid Pumped / Meter (m3),Avg Proppant Placed / Meter (tonne),Proppant Composition,Proppant Name 1,Proppant Size 1,Avg Proppant 1 Placed (tonne),Total Proppant 1 Placed (tonne),Total Ceramic Proppant Placed (tonne),Total Sand Proppant Placed (tonne),First 6 mo. Avg. GAS (Mcf),GAS_MONTH_1,GAS_MONTH_2,GAS_MONTH_3,GAS_MONTH_4,GAS_MONTH_5,GAS_MONTH_6,GAS_MONTH_7,GAS_MONTH_8,GAS_MONTH_9,GAS_MONTH_10,GAS_MONTH_11,GAS_MONTH_12,GAS_MONTH_13,GAS_MONTH_14,GAS_MONTH_15,GAS_MONTH_16,GAS_MONTH_17,GAS_MONTH_18,GAS_MONTH_19,GAS_MONTH_20,GAS_MONTH_21,GAS_MONTH_22,GAS_MONTH_23,GAS_MONTH_24,GAS_MONTH_25,GAS_MONTH_26,GAS_MONTH_27,GAS_MONTH_28,GAS_MONTH_29,GAS_MONTH_30,GAS_MONTH_31,GAS_MONTH_32,GAS_MONTH_33,GAS_MONTH_34,GAS_MONTH_35,GAS_MONTH_36,Last 6 mo. Avg. GAS (Mcf),CND_MONTH_1,CND_MONTH_2,CND_MONTH_3,CND_MONTH_4,CND_MONTH_5,CND_MONTH_6,CND_MONTH_7,CND_MONTH_8,CND_MONTH_9,CND_MONTH_10,CND_MONTH_11,CND_MONTH_12,CND_MONTH_13,CND_MONTH_14,CND_MONTH_15,CND_MONTH_16,CND_MONTH_17,CND_MONTH_18,CND_MONTH_19,CND_MONTH_20,CND_MONTH_21,CND_MONTH_22,CND_MONTH_23,CND_MONTH_24,CND_MONTH_25,CND_MONTH_26,CND_MONTH_27,CND_MONTH_28,CND_MONTH_29,CND_MONTH_30,CND_MONTH_31,CND_MONTH_32,CND_MONTH_33,CND_MONTH_34,CND_MONTH_35,CND_MONTH_36,HRS_MONTH_1,HRS_MONTH_2,HRS_MONTH_3,HRS_MONTH_4,HRS_MONTH_5,HRS_MONTH_6,HRS_MONTH_7,HRS_MONTH_8,HRS_MONTH_9,HRS_MONTH_10,HRS_MONTH_11,HRS_MONTH_12,HRS_MONTH_13,HRS_MONTH_14,HRS_MONTH_15,HRS_MONTH_16,HRS_MONTH_17,HRS_MONTH_18,HRS_MONTH_19,HRS_MONTH_20,HRS_MONTH_21,HRS_MONTH_22,HRS_MONTH_23,HRS_MONTH_24,HRS_MONTH_25,HRS_MONTH_26,HRS_MONTH_27,HRS_MONTH_28,HRS_MONTH_29,HRS_MONTH_30,HRS_MONTH_31,HRS_MONTH_32,HRS_MONTH_33,HRS_MONTH_34,HRS_MONTH_35,HRS_MONTH_36
571,225,2803,2776,16470,9215,2.493775934,0.897744805,0.647334102,2018/02/17,2018/01/01,2021/07/31,Slickwater,5631.84,119.83,39786.8,846.53,47,1966,42.29,2576.31,40615.92,20.24,2.86,Sand,Sand,40/70,119.83,5631.84,0,5631.84,25910.66667,36852,65385,38409,44691,37926,20751,21201,29739,17211,12738,13146,8289,12876,15816,9018,1386,3630,120,0,0,0,4890,0,17847,14943,15033,15009,13320,15669,17370,15009,12078,16593,11799,10701,12273,13075.5,27498,26496,18273,18732,14277,7881,8910,8940,5769,5556,5376,4557,4731,5871,3468,2481,3261,1656,2190,1668,1704,1986,1788,2652,1914,2088,2127,1656,1806,2037,2547,2352,2751,2649,2364,2475,578,421,716,720,722,705,731,733,649,739,713,736,744,672,744,609,744,659,744,707,680,678,720,722,627,676,594,686,740,713,717,722,468,731,720,637
573,226,2806,2773,14528,9406,0.599752934,0.867080557,0.626101419,2017/04/03,2017/01/01,2021/07/31,Slickwater,4594.2,241.8,27190.8,1431.09,19,1315.14,73.06,2791.05,27167.6,20.68,3.49,Sand,Sand,40/70,241.8,4594.2,0,4594.2,5699.75,13359,0,40614,47859,41160,45354,26571,26895,39684,18240,0,0,0,81,0,0,2517,3324,5442,5619,5145,7797,6753,5796,6621,4989,3732,5523,6657,6306,6777,9237,10071,9243,8022,7866,8536,5730,1071,11925,58905,906,79476,43701,15126,20427,11922,0,0,0,342,0,0,2823,2442,2943,3042,2805,2913,2376,2886,2853,2829,2175,2424,1917,1776,1815,2256,2049,1752,1761,2109,744,672,148,96,16,49,20,284,260,402,0,0,0,372,0,0,523,719,733,686,692,742,713,744,662,656,742,720,741,718,744,605,709,726,672,611
575,227,2832,2801,19728,9598,0.458489155,0.638951351,0.611291085,2016/03/01,2016/03/01,2021/07/31,Slickwater: CWS-600,4314.7,159.8,27587.9,1021.77,27,2899.21,105.75,0,27587.9,9.52,1.49,Sand,Sand,40/70,159.8,4314.7,0,4314.7,46294.83333,38832,91704,0,96069,99795,69633,73935,63111,70689,58470,58140,72231,68187,73302,48201,45753,40752,45030,43212,45036,49719,46629,42402,42759,38052,9,0,0,0,0,0,621,8523,21732,20136,14220,10872,18885,41130,0,54705,48771,30795,22929,24171,21762,14031,16143,15498,12915,12741,10197,10749,12294,14094,10545,9783,10059,8364,9378,9567,7998,33,792,633,1716,1569,3675,3741,5337,8151,6333,4995,44,91,0,400,637,511,704,429,719,618,649,672,744,719,743,710,744,743,717,744,700,744,741,671,583,293,739,655,623,741,681,712,607,739,739,653
577,228,2833,2817,20374,9589,0.574442435,0.626194071,0.608399327,2016/03/01,2016/03/01,2021/07/31,Water: SLB-WaterFrac (WF),4775.15,159.17,10139.9,338,30,3158.46,103.83,1255.54,10139.9,3.21,1.51,Sand,Sand,40/70,159.17,4775.15,0,4775.15,69772.66667,66636,0,119142,117351,107802,105759,100026,77760,72171,68094,56982,59445,59037,38451,3189,1491,849,111,0,0,16800,32217,30051,28035,17361,867,3099,2202,4467,6126,4776,5400,7548,11478,6207,8148,7259.5,16698,0,47433,42861,33774,25827,16770,18108,15132,9912,10209,9564,7551,5094,1905,2343,399,2886,804,6603,5112,5307,4908,4503,2670,402,738,507,2004,2442,2181,3024,3282,4098,2169,3141,140,0,584,701,722,658,720,484,719,742,741,672,740,610,417,500,742,743,316,257,616,742,740,669,597,375,724,656,684,741,681,694,632,741,739,654
579,229,2842,2802,19852,9449,0.422993492,0.634265338,0.608486269,2016/03/01,2016/03/01,2021/07/31,Slickwater: CWS-600,4688.7,161.68,30550.3,1053.46,29,3041.1,103.35,1015.69,30494.8,10.05,1.54,Sand,Sand,40/70,161.68,4688.7,0,4688.7,61083.75,52359,86865,115620,109815,86553,98919,90447,76101,74949,72705,64497,63456,63099,76332,54057,51207,49224,51645,49455,48906,51414,44472,43071,40272,37482,126,0,15882,19158,23454,21633,20910,14442,7248,16092,25650,17662.5,20370,27669,59421,52335,36183,30867,21513,23367,20355,14904,15090,12843,11124,12360,9309,8241,10701,12708,13620,12774,11013,9756,9333,8496,5220,291,2901,4761,5652,6570,6333,6273,4434,2715,4146,5250,120,43,216,678,700,646,713,411,719,740,740,672,742,719,743,714,743,744,720,744,701,743,742,671,583,201,635,720,738,740,687,735,718,690,685,656
581,230,2839,2813,20774,9472,0.744779582,0.610650625,0.601447769,2016/03/01,2016/03/01,2021/07/31,Water: SLB-WaterFrac (WF),4997.01,161.19,8401.61,271.02,31,3232.8,107.73,0,8401.6,2.6,1.55,Sand,Sand,40/70,161.19,4997.01,0,4997.01,70951.58333,74835,2544,133401,129102,122925,113958,97362,90138,81984,76977,68283,71370,68496,87180,53331,50991,45843,51657,46959,49035,53310,52404,45912,43218,37353,35505,38154,38301,41889,39870,39276,35355,28431,29655,29895,33693,32717.5,16935,0,40395,34227,30306,22914,17601,18036,15825,11331,13566,13944,11493,10515,6684,6960,6783,6417,6456,7722,7314,6228,6348,5703,4296,4266,4659,4014,4767,4764,4917,4767,4284,4707,3855,4020,125,1,170,701,696,705,710,458,719,739,740,670,741,720,744,716,744,744,720,744,700,741,740,670,740,718,736,716,736,739,685,734,714,734,739,656
585,232,2833,2819,20472,9448,0.803395889,0.619411253,0.607911697,2016/03/01,2016/03/01,2021/07/31,Water: SLB-WaterFrac (WF),4966.89,160.22,9657.2,311.52,31,3178.11,104.91,0,9657.2,3.04,1.56,Sand,Sand,40/70,160.22,4966.89,0,4966.89,71570.75,55356,0,134712,119499,112617,107808,98685,84864,81810,77397,72738,70770,70836,91851,56244,47067,41157,46527,41448,44988,49053,44049,39024,36993,38724,40035,40401,33531,38136,37227,39231,36417,31716,34758,33957,33792,34978.5,13782,0,50187,40689,35070,27993,19089,20616,18063,12282,13275,12942,12225,13212,9414,9273,8631,10452,10455,12798,9750,6405,6150,5715,5400,7098,6978,6177,6741,8493,8658,7119,5853,5562,4836,4776,170,0,319,705,718,668,719,478,719,742,738,670,741,715,744,714,744,739,704,743,701,742,738,670,737,715,742,720,737,744,686,734,718,739,740,659
587,233,3037,3014,17982,10073,0.945828391,0.564602961,0.381553233,2018/05/07,2018/04/01,2021/07/31,Water: SLB-WideFrac (YF),3369.08,93.59,19711.6,547.54,36,2128.6,56,489.96,19711.6,9.26,1.58,Sand,Sand,40/70,93.59,3369.08,0,3369.08,19217.08333,37059,35886,29463,25467,22323,17526,18231,11679,18921,20193,16947,15378,15384,16380,15783,14202,14919,13773,13242,13497,12741,12474,11805,11082,10842,11427,12360,11325,10605,9303,9351,9264,9525,9285,9030,8481,9156,14223,8466,5829,4392,4077,3873,3534,2484,3210,2829,2517,2232,2082,2037,1890,1746,1704,1662,1572,1542,1455,1401,1251,1194,1131,1284,1173,1092,1002,960,1008,1008,969,891,885,855,221,564,711,741,737,495,743,676,716,740,666,744,711,742,714,741,734,718,744,720,744,744,696,737,720,744,718,742,744,720,732,720,744,744,669,744
591,234,3037,3014,17562,9998,0.922421142,0.57722483,0.391131944,2018/05/07,2018/04/01,2021/07/31,Water: SLB-WaterFrac (WF),3885.47,99.63,13440.39,344.63,39,2100.1,53.83,146.92,14736.82,6.4,1.85,Sand,Sand,40/70,99.63,3885.47,0,3885.47,40846.08333,33855,101865,69417,62082,53103,47469,41799,31773,29895,27048,28443,24906,25782,21198,19689,18072,19314,18354,17646,16488,16329,15297,13923,13245,13233,14862,14478,14181,13668,13530,13344,12915,12777,12990,13005,12096,12854.5,18234,15213,9543,7956,7116,8571,5055,4164,3636,3348,3210,2757,3291,2454,2457,2013,1977,1794,1779,1701,1578,1455,1311,1239,1194,1206,1047,1071,1005,1035,1065,1047,975,966,936,888,89,669,712,634,735,459,732,713,735,731,659,739,684,737,709,741,738,717,740,716,692,739,690,733,703,744,712,742,744,720,732,720,744,744,669,744
593,235,3037,3014,17654,10199,0.905935777,0.571652496,0.386032622,2018/05/07,2018/04/01,2021/07/31,Water: SLB-WaterFrac (WF),4045.46,101.14,10708.8,267.72,40,2050.2,52.56,122.08,12277.11,5.22,1.97,Sand,Sand,40/70,101.14,4045.46,0,4045.46,131893.5,41787,159156,169320,171255,163506,167877,154677,141201,134289,128250,121455,111822,99894,91734,84477,75588,75597,70398,66705,65412,62652,57768,53655,57054,56112,47814,46134,44295,43779,42513,42087,40275,39453,36360,35919,35514,38268,19137,16803,10731,8868,8112,6969,6819,6330,5754,5127,4875,4302,3981,3837,3408,3168,2868,2835,2676,2721,2349,2274,2079,2109,1917,2025,1620,1701,1719,1680,1827,1773,1659,1482,1458,1560,138,674,712,738,738,503,741,718,737,744,666,744,714,742,715,743,653,715,731,720,696,744,696,736,719,744,718,739,742,720,731,719,742,744,665,741
595,236,3100,3080,20013,10069,1.576923077,0.557216952,0.389113383,2015/01/30,2015/01/01,2021/07/31,Water: SLB-WaterFrac (WF),4456.84,123.8,7249.88,201.39,36,2884.5,82.41,1361.9,7249.9,2.51,1.55,Sand,Sand,40/70,123.8,4456.84,0,4456.84,64077.58333,73380,132297,0,0,191868,207381,172860,166122,144252,129516,0,142980,0,0,136455,101541,90048,76464,91215,74673,52908,55077,45726,43329,36954,33360,31293,33723,33636,30390,29331,26895,24072,22242,27117,27345,26167,14517,36285,38625,0,27969,22212,31467,32385,25611,20460,0,29448,0,0,24945,12240,8025,4395,6327,5901,5133,4989,4590,4278,3924,3615,3306,3333,3261,2985,3057,2556,2580,2910,2775,2661,206,159,20,0,213,681,556,491,678,64,0,361,0,0,381,705,663,709,707,720,699,526,714,718,737,668,733,693,739,715,737,740,712,738,709,739
597,237,3056,3037,20154,10624,12.13647643,0.271456357,0.416798654,2017/07/28,2017/06/01,2021/07/31,Slickwater: CSG-Optimum SW,3213,107.1,33365.65,1112.19,30,2755.24,46.34,1905.36,36316.4,12.11,1.17,Sand,Ottawa,40/70,107.1,3213,0,3213,26307.66667,27087,60732,40470,33306,33189,28068,20139,15000,17874,19428,23211,22473,21420,17838,17952,16464,17424,17775,17757,16740,15786,15120,14559,13053,14976,13029,13023,13302,12885,12750,12189,10746,11142,10977,10059,10035,10858,14661,23910,12576,9924,10734,8598,6162,5340,6009,5976,6633,5043,4323,4098,4518,4272,4140,4098,3747,2985,2817,2688,2961,2727,2820,2682,2559,2463,2481,2418,2310,2079,2163,2001,1920,1878,72,696,735,705,743,719,742,735,669,705,720,742,719,731,740,717,738,716,740,739,668,732,716,742,562,742,740,717,670,714,732,743,676,741,713,742
599,238,3056,3037,19934,10475,79.65517241,0.267069888,0.413782154,2017/07/29,2017/06/01,2021/07/31,Slickwater: CSG-Optimum SW,5044,98.9,44903.88,880.47,51,2705.17,45.64,3214.29,46514.5,16.6,1.86,Sand,Ottawa,40/70,98.9,5044,0,5044,65351.25,126378,139830,107508,84819,65508,62286,61695,54474,49290,41718,45516,42777,42681,31446,27396,27753,29283,24741,27441,30345,29751,26631,25809,24561,27756,21963,21885,22344,21168,19482,18186,16560,16809,17541,16749,16224,17011.5,57168,52806,25983,20268,19449,16701,13509,14202,13434,11730,12492,10113,8634,7089,7320,7572,6930,6051,6270,5199,4866,4521,4749,4497,5127,4440,4272,4104,4005,3804,3513,3072,3429,3078,2892,2922,360,682,741,701,389,713,741,743,669,744,720,743,719,732,733,718,742,719,737,740,669,739,717,742,547,741,738,717,686,713,730,743,689,740,717,743
601,239,3236,3208,20010,10850,0.668789809,0.222015232,0.376011643,2018/08/24,2018/07/01,2021/07/31,Slickwater,6029.1,100.49,43459.6,724.33,60,2658.09,45.04,3908.59,45771.5,16.35,2.27,Sand,Sand,40/70,100.49,6029.1,0,6029.1,136040.3333,162522,212121,199884,213567,208179,162435,130599,93936,90168,82068,76185,73935,66033,55911,54198,61608,61629,56736,54234,51966,51069,45258,43002,40017,38124,36723,34902,34968,34842,34377,37668,37026,36789,30441,27513,25929,32561,56724,57648,42933,41127,35793,27768,26835,21936,19686,17544,16815,15777,14238,13602,13113,12210,12111,11358,10605,9477,9189,8469,8283,7758,7764,7680,7713,7671,7164,6780,6492,6213,6075,6066,5907,5421,452,732,711,724,716,744,668,613,744,720,736,716,744,744,720,743,719,744,741,696,744,720,744,718,735,728,720,744,720,737,744,671,743,719,741,697
603,240,3243,3207,20164,10863,0.727097024,0.231001543,0.382959421,2018/08/23,2018/07/01,2021/07/31,Slickwater,5985.16,99.75,42133.6,702.23,60,2738.33,46.4,4632.98,44246.47,15.39,2.19,Sand,Sand,40/70,99.75,5985.16,0,5985.16,108208.25,153054,205845,187419,177387,140721,107142,88020,66108,62718,58392,54411,53583,51513,48282,47580,43998,42744,39654,38499,35583,35988,34329,33030,30726,29196,27270,25491,25944,27045,27777,27381,27321,25173,25104,25026,22119,25354,54918,58320,44226,37416,27834,20889,21705,17964,15636,14013,13002,12468,11673,10830,9804,9132,8961,8292,7938,7302,6945,6675,6474,5919,6039,5688,5622,6357,5052,5040,4665,4686,4455,4644,4242,3576,528,702,711,720,712,741,718,576,744,720,744,720,744,744,720,743,719,744,741,696,741,720,744,720,742,742,720,744,720,715,744,667,741,718,741,709
607,241,3243,3218,18501,10859,0.351812367,0.251308965,0.377950821,2018/08/23,2018/07/01,2021/07/31,Slickwater,5200.49,100.01,41711.9,802.15,52,2221.4,43.48,2517.59,43840.99,18.78,2.34,Sand,Sand,40/70,100.01,5200.49,0,5200.49,97416.66667,134808,186807,153708,144030,110130,104769,90465,81081,71283,61854,55011,53445,50394,47616,45876,41253,39564,35565,33933,31374,31902,31575,29415,27036,26055,23943,22311,22464,24537,25578,25194,24042,22269,21039,21312,19380,22206,49113,51747,37311,32019,25497,19587,19791,18096,16188,14751,13323,12339,10947,10902,10290,9651,9360,8640,8331,8124,7722,6918,6654,6264,6552,6165,6156,6294,5157,4959,4554,4656,4359,4503,4269,3720,432,703,691,641,702,744,742,670,744,720,744,718,741,714,720,743,719,744,741,696,743,720,744,720,741,742,720,744,720,734,744,670,743,719,741,701
615,244,3056,3037,20358,10630,0.876247505,0.262084332,0.411158782,2017/07/28,2017/06/01,2021/07/31,Slickwater: CSG-Optimum SW,1486.03,39.11,47814.42,1258.27,38,2011.97,163.78,3036.52,47887.94,23.76,0.74,Sand,Ottawa,40/70,39.11,1486.03,0,1486.03,116780.25,145362,189468,141243,162435,155046,137094,123288,107784,94926,79581,77280,70455,67194,43473,53328,53247,53001,50676,50193,48783,47430,43707,38775,35379,33837,33066,31668,27093,36807,35133,33336,31341,29994,30348,29043,26985,30174.5,51483,62670,37128,39252,40173,32445,24297,22620,20715,17529,18171,15777,14592,11226,12780,12516,12111,11553,10251,10128,8988,8748,7527,6876,6804,6891,6519,5700,7767,7347,6498,6198,5643,5829,5460,4995,456,696,739,714,717,717,744,728,660,736,481,744,143,727,743,718,741,719,743,742,667,733,719,742,559,744,739,715,666,708,731,743,693,743,719,743
619,245,3064,3034,20177,10383,0.351145038,0.284628073,0.426388705,2016/04/01,2016/04/01,2021/07/31,Water: SLB-WaterFrac (WF),4575.39,157.77,9625.3,331.91,29,2795.28,98.69,0,9625.3,3.44,1.64,Sand,Sand,40/70,157.77,4575.39,0,4575.39,44261.91667,64038,0,96957,99039,96075,59985,60792,45012,38553,35223,34020,33222,31920,0,0,483,6594,6540,6861,7893,8871,8487,7362,7170,6816,10209,10062,12849,9828,9498,9090,8838,9207,9390,9531,8166,9037,20190,0,26955,28248,19557,12408,14760,10833,7722,7806,7191,5895,5610,0,2784,2175,2631,2397,2730,2787,2559,2433,2295,2007,2277,2013,1662,2160,2034,1908,1668,1629,1488,1233,1209,1071,140,0,402,669,634,717,493,720,744,739,671,734,632,0,144,662,741,706,736,717,739,730,658,740,715,731,701,520,735,696,743,720,743,744,560,744
621,246,3060,3033,20259,10529,0.434247342,0.289039162,0.429401425,2016/04/01,2016/04/01,2021/07/31,Slickwater: CWS-600,4319.5,159.98,27923.5,1034.2,27,2741.22,100.26,0,27923.5,10.19,1.58,Sand,Sand,40/70,159.98,4319.5,0,4319.5,41685.41667,94152,0,94686,92730,76347,52953,43959,43899,33771,30924,31296,25125,12069,0,18876,4101,9171,12357,17556,19374,20895,19176,20256,15900,15858,20277,21408,13926,18429,16116,15930,16161,14559,15222,16188,15297,15559.5,9723,0,28785,29796,18837,12507,13044,11091,7443,7350,7083,5796,2817,0,8157,1740,3753,4689,5955,5892,5478,4965,5019,4227,4140,4659,3999,2874,5085,4290,3858,3915,3363,2847,2841,2643,138,0,553,672,706,717,493,720,744,738,672,731,617,0,177,676,712,655,736,718,741,728,667,726,718,741,718,509,677,709,743,720,743,744,672,744
623,247,3060,3032,20341,10370,0.577304262,0.292055116,0.433839233,2016/04/01,2016/04/01,2021/07/31,Slickwater: CWS-600,4480.4,160.01,30998.8,1107.1,28,2803.5,102.63,0,31118.8,11.06,1.6,Sand,Sand,40/70,160.01,4480.4,0,4480.4,30425.33333,88089,0,153375,60099,61029,48762,40743,38106,39513,34611,29784,26370,22341,27069,26004,23448,19782,17205,16464,15246,14526,17187,19218,16050,14853,18909,17514,18468,15105,9696,10590,13302,14343,14040,12585,12072,12822,14700,0,46686,18303,15558,10818,11493,9360,7620,7131,6276,5292,4413,4758,5451,4176,4377,4116,4323,4017,3465,3831,3822,3219,3174,3210,2607,2670,2820,2031,2286,2754,2637,2046,1779,1791,138,0,212,165,575,702,463,674,744,741,672,734,685,737,714,716,742,707,738,717,735,728,667,742,715,741,717,521,723,712,631,720,743,744,672,744
627,248,3060,3031,20669,10502,0.559967253,0.297430489,0.436073258,2016/04/01,2016/04/01,2021/07/31,Slickwater: CWS-600,2725,104.81,18070.5,695.02,26,1868.1,103.78,0,28510.8,9.67,1.46,Sand,Sand,40/70,104.81,2725,0,2725,40767.83333,77091,0,91200,75777,63132,52407,50298,46998,40677,36756,34158,30105,35196,6522,17226,24015,22044,23052,25020,26655,25773,22968,23268,18606,17349,22158,22572,23022,19899,19695,18237,17388,17118,16890,17094,16299,17171,11376,48480,30738,26031,16674,12156,13518,11214,8016,7698,7233,6180,6969,1965,6162,5634,5688,5067,5460,5244,4677,4575,4422,3819,3528,3975,3540,3897,4071,3636,3384,3291,3066,2547,2511,2358,138,1,577,634,681,714,485,720,744,741,666,732,710,533,40,720,730,705,737,712,740,728,667,734,717,740,715,534,701,709,743,720,744,744,672,744
635,251,3172,3153,20292,10651,0.89314587,0.302805863,0.449458504,2017/08/28,2017/07/01,2021/07/31,Slickwater: TWS-EcoClean-GSW,9442.12,157.37,63961.23,1066.02,60,2796.13,47.79,3880.88,65847.28,22.87,3.38,Sand,Sand,40/70,157.37,9442.12,0,9442.12,193890.1667,159462,259068,274740,252552,261180,253236,226746,197697,181722,167826,147141,151188,149307,131985,139329,132711,115167,116079,109584,107574,0,0,7227,7629,4380,4053,7026,8328,9129,16512,0,18489,16509,14841,17796,18867,14417,36492,54561,39207,41100,40086,34533,33534,29352,24756,23739,25212,20838,20658,16488,16200,14877,13974,12987,12231,11964,0,14838,3090,1707,1119,1119,3489,2637,2841,4278,0,4890,3609,3591,3705,3453,168,600,683,730,708,743,743,671,744,670,631,703,254,730,710,741,694,728,732,393,0,12,475,709,744,700,511,744,518,318,0,615,524,581,741,719
637,252,3175,3155,19944,10642,0.900684932,0.311250533,0.456338241,2017/08/28,2017/07/01,2021/07/31,Slickwater,9607.42,160.12,68138.32,1135.64,60,2721.4,45.7,1759.85,68778.1,25.04,3.53,Sand,Sand,40/70,160.12,9607.42,0,9607.42,153879.8333,71760,135456,265485,230217,232449,212205,180669,155466,138051,126672,99288,108669,132519,91464,105813,97914,84690,86451,79284,77100,0,0,12495,19452,22776,25017,26823,26601,28758,30078,31134,30642,30936,31995,34299,35511,32419.5,12837,21786,42027,41775,38862,31497,29163,25158,21372,20280,15378,12474,19080,14481,13779,12918,11970,10656,10209,10071,0,0,2778,4353,5001,5610,6636,6672,7086,7149,7254,6702,6714,6567,6726,6831,72,648,712,701,710,744,742,672,739,669,631,693,219,733,689,740,683,711,728,393,0,0,684,709,732,741,718,744,719,744,744,696,744,720,743,716
640,254,2945,2926,20587,10173,0.837390458,0.426201458,0.437298002,2016/05/01,2016/05/01,2021/07/31,Water: SLB-WaterFrac (WF),3663.83,159.3,8934.6,388.46,23,2976.37,105.27,29.49,9307.29,3,1.23,Sand,Sand,40/70,159.3,3663.83,0,3663.83,25264.66667,4686,0,68793,57390,37683,39249,34881,28830,25128,23049,19632,22503,19626,16194,17424,16509,17742,15663,14712,12966,10365,10116,9819,9453,10098,10056,8757,8571,8643,7641,7236,7368,7755,7257,7107,7200,7320.5,9699,0,22275,12078,7185,6891,4050,3420,2922,2754,2565,3267,2718,2049,1911,1857,2763,2529,2400,2307,1536,1401,1221,1125,1029,894,879,840,1005,921,891,891,771,750,711,744,504,0,472,506,661,522,714,723,734,646,735,689,721,705,735,728,706,732,698,723,733,663,718,716,729,713,726,715,706,742,720,743,744,667,744,720
642,255,2945,2926,20036,10033,0.792498981,0.431260874,0.439796632,2016/04/01,2016/04/01,2021/07/31,Water: SLB-WaterFrac (WF),3969.83,152.69,12255.77,471.38,26,2828.75,99.33,231.19,12255.79,4.33,1.4,Sand,Sand,40/70,152.69,3969.83,0,3969.83,34332.91667,0,27315,96537,109893,67953,53613,49854,41667,34776,22212,25092,28998,30996,27423,23916,26847,28446,25188,22830,21240,22248,19038,17604,17850,18240,16815,15906,16125,13179,13560,9966,9567,9534,9543,9237,9066,9485.5,3813,9477,26064,23493,14904,11931,12399,8499,6615,4800,5265,4842,4980,4572,3666,3384,3759,4074,3567,3696,4281,3453,3207,3372,2565,2478,2115,2088,1842,1959,1548,1521,1371,1197,1122,1179,24,393,61,734,455,636,517,707,724,744,648,729,651,725,713,736,735,713,735,707,725,733,662,732,705,737,715,705,737,708,744,708,743,744,670,744
644,256,2945,2926,19915,10173,0.814239248,0.435282146,0.443244061,2016/05/01,2016/05/01,2021/07/31,Water: SLB-WaterFrac (WF),4474.03,159.79,10665.4,380.91,28,2758.7,102.14,0,10665.4,3.87,1.62,Sand,Sand,40/70,159.79,4474.03,0,4474.03,43469.08333,32580,66108,107199,86664,60957,58224,46113,48834,42462,37878,36243,35226,31215,25527,17463,13386,31092,32244,31110,29364,24768,23892,22728,24528,23610,19851,20559,20127,19782,19251,16305,16149,14466,13608,15102,15711,15223.5,9681,0,27327,16494,12684,12924,8949,8139,7002,6483,6027,5478,4995,4551,3396,3543,5130,4923,5031,5382,4470,4233,3567,3174,3051,2319,2751,2703,2820,2739,2490,2520,1944,2013,2169,2322,327,3,573,642,693,525,684,729,744,657,737,696,730,719,741,712,711,739,711,725,732,659,730,716,736,545,722,732,708,744,708,744,744,670,744,719
646,257,2949,2926,18543,10013,0.556813138,0.457083183,0.44571245,2014/05/15,2014/05/01,2021/07/31,Water: SLB-WaterFrac (WF),1684.78,56.16,3693,123.1,30,2394.53,81.27,1974.46,3693,1.54,0.7,Sand,Sand,0,56.16,1684.78,0,1684.78,62622,148071,0,32886,194085,256914,153201,115137,96711,72318,6,103524,101598,61173,40770,44814,53535,36615,34731,37398,24195,23229,21936,26574,0,32472,18462,16926,19842,17973,19209,16587,15837,16200,15999,14805,15312,15790,39588,0,0,0,0,0,0,0,8439,2619,24441,16575,10638,4959,5211,5421,3912,3624,4308,2940,2382,1854,2742,0,3174,3348,2385,2376,2088,2388,1950,1782,1539,1338,1014,1161,307,0,578,356,406,650,531,717,260,350,246,284,700,523,611,586,552,593,594,714,736,687,295,0,677,714,706,667,697,507,663,728,737,656,735,690
648,258,2947,2927,20358,10132,0.93648539,0.462987887,0.46986335,2015/04/01,2015/04/01,2021/07/31,Water: SLB-WaterFrac (WF),4443.23,158.69,7418.1,264.93,28,2886.27,105.69,957.18,7384.5,2.57,1.54,Sand,Sand,40/70,158.69,4443.23,0,4443.23,27676.66667,92751,0,202692,46692,48600,78090,65409,12714,17958,98016,102807,105120,0,80934,92079,69282,56325,59421,53649,41202,37080,33603,30531,24729,22902,16332,19698,20817,24162,22320,20787,20019,17637,14553,13467,14514,16829.5,31134,0,20157,12462,10473,14685,11919,9516,1083,15801,14292,15582,6936,11577,7815,5346,5577,4305,3906,3378,3006,2487,2577,2067,1884,1293,2037,1872,1890,1617,1566,1521,1824,1434,1545,1539,92,0,377,275,35,160,69,1,95,135,621,417,36,432,712,735,612,704,502,716,724,739,644,739,694,730,718,734,726,711,741,712,726,740,644,723
